user,CSS3,HTML,Googlemap,Memcached,name,Git,Cpp,jQueryUI,NumPy,Julia,SQL,Scala,HTMLDOM,Rust,Linux,JavaScript,Maven,Bootstrap3,MySQL,MongoDB,Python2x,MVC,FontAwesome,XPath,JSON,Eclipse,PostgreSQL,jQuery,Designpatterns,Nodejs,Chartjs,JSP,Java,Docker,W3C,XLink,Foundation,Echarts,XQuery,Highcharts,Kotlin,Pandas,C,Razor,ASPNET,Scipy,XSLT,WebHosting,SQLite,AppML,Matplotlib,AngularJS,servlet,HTML5,ionic,DTD,PHP,Bootstrap4,SVG,XPointer,BrowserInformation,XSLFO,WebsiteBuilding,jQueryMobile,Vue3,TCPIP,Redis,SOAP,Swift,algorithms,WebService,Perl,ASP,RDF,Svn,VBScript,XML,Vuejs,AJAX,WebPages,Django,TypeScript,c_s,XMLDOM,Bootstrap5,Python,WebsiteQuality,Go,WSDL,CSS,XMLSchema,RSS,HTTP,R,WebForms,Markdown,Lua,AngularJS2,React,Ruby,regular,id
user6076,10,0,0,10,10,10,10,0,10,10,0,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,6077
user6077,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,6078
user6078,5,0,5,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,0,0,5,5,0,0,5,5,0,0,5,0,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,0,0,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,5,6079
user6079,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6080
user6080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081
user6081,0,6,6,6,0,6,6,6,6,6,0,0,6,6,6,6,0,0,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6082
user6082,0,0,0,0,5,0,5,5,5,5,5,5,5,0,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,0,5,5,0,5,5,5,5,5,6083
user6083,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,0,8,0,8,8,0,0,8,0,8,0,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,0,8,0,8,0,8,8,8,8,8,0,8,8,8,8,8,6084
user6084,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,0,4,4,4,4,0,4,4,6085
user6085,0,7,0,7,7,0,7,7,7,7,0,7,7,0,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,7,0,7,7,7,0,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,0,7,7,0,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6086
user6086,7,7,7,7,7,7,0,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,0,7,7,7,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,0,0,0,7,7,0,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,0,7,0,0,0,7,7,6087
user6087,3,0,0,3,3,0,3,0,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,0,0,3,3,3,3,0,3,0,0,3,3,3,3,3,3,0,3,3,3,3,0,0,3,3,3,0,3,0,3,0,0,0,0,3,3,3,3,0,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,3,3,3,3,6088
user6088,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,6089
user6089,0,10,0,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,0,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,0,0,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,0,10,0,10,10,10,10,6090
user6090,0,0,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6,0,6,6,6,6,0,6,6,6,6,6,0,0,6,6091
user6091,2,0,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,6092
user6092,5,5,5,0,5,0,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,0,5,0,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,0,5,5,0,5,0,5,5,5,0,5,0,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,6093
user6093,7,7,0,7,0,7,7,7,0,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,0,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6094
user6094,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,6095
user6095,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,0,9,9,0,9,9,9,9,0,9,9,9,9,0,0,9,9,0,6096
user6096,8,8,8,0,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,0,8,8,8,8,8,0,0,0,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,0,8,8,0,8,8,0,8,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,6097
user6097,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,0,4,4,4,4,4,0,4,0,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,0,4,4,0,4,0,4,4,4,4,0,4,4,0,4,4,0,4,4,4,4,4,4,4,6098
user6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6099
user6099,0,8,8,8,8,0,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,0,8,0,8,8,8,8,0,0,8,0,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,0,8,8,8,8,0,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,0,8,8,6100
user6100,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,6101
user6101,7,7,7,7,0,7,7,0,0,7,7,0,7,7,7,0,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,0,7,7,0,0,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,0,6102
user6102,10,10,0,10,10,10,10,10,10,0,0,0,0,10,10,0,0,10,0,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6103
user6103,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,6104
user6104,4,0,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,0,4,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,0,4,4,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,0,4,4,0,0,4,0,4,4,4,0,6105
user6105,7,7,7,7,0,7,7,7,0,7,7,0,7,7,7,7,7,7,0,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,0,0,7,7,0,0,0,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,0,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,7,7,7,7,6106
user6106,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,0,2,2,2,2,0,6107
user6107,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,0,0,6,6,0,6,0,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,0,6108
user6108,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,6109
user6109,7,7,7,7,7,0,7,0,7,7,0,7,7,0,7,0,7,7,0,0,7,0,7,7,7,0,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,0,7,7,0,0,7,7,7,0,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,0,7,7,0,7,0,7,7,7,0,6110
user6110,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,0,0,6,0,6,0,0,6,0,6,6,6,6,6,0,0,6,0,6,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,0,0,0,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6,6,6111
user6111,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,0,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,0,10,10,10,0,10,0,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,6112
user6112,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,3,3,0,0,3,0,0,3,3,0,0,0,3,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,0,0,3,3,3,6113
user6113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6114
user6114,8,8,8,8,8,8,8,8,0,8,0,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,8,8,0,8,8,8,8,0,0,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,6115
user6115,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,0,0,0,0,0,6,6,0,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,0,6,0,6,0,0,6,6,6,0,6,6,0,6,6,6,6,6,6,0,0,6116
user6116,0,4,4,4,4,0,0,4,4,4,4,0,4,4,0,0,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,6117
user6117,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,0,4,4,4,4,0,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,6118
user6118,4,4,4,0,4,4,0,4,4,0,0,0,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,0,4,0,4,4,0,0,4,4,4,0,4,4,4,4,4,0,0,4,0,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,6119
user6119,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,0,7,7,7,7,7,6120
user6120,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,0,8,8,8,8,8,0,8,8,8,8,0,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,0,8,8,8,8,8,0,8,8,8,0,8,6121
user6121,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,0,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,6122
user6122,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,6123
user6123,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6124
user6124,5,5,5,5,5,5,5,5,5,5,0,5,0,0,5,5,5,0,5,5,0,5,5,0,0,5,0,5,5,5,5,0,5,5,0,5,5,5,0,5,0,0,5,5,0,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,0,0,5,5,5,6125
user6125,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,0,8,8,8,0,8,8,0,0,8,8,0,8,8,0,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6126
user6126,0,2,0,0,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,0,0,2,2,0,2,2,2,2,2,0,2,0,2,2,2,6127
user6127,10,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,0,0,10,0,10,10,0,0,10,0,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,10,10,10,10,0,0,10,10,0,0,10,0,10,10,10,10,10,0,0,10,0,10,0,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,10,6128
user6128,0,0,3,3,3,3,0,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,3,0,0,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,3,3,0,3,3,0,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,6129
user6129,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,0,3,3,0,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,3,3,0,0,3,0,0,3,0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,3,6130
user6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6131
user6131,7,0,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,0,0,7,7,7,0,7,7,7,7,0,7,7,0,0,0,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,0,7,7,7,7,7,7,0,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,6132
user6132,5,0,5,5,0,0,5,0,0,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,0,5,5,5,0,0,0,0,0,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,0,5,5,5,0,0,6133
user6133,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,6134
user6134,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,0,0,7,0,7,7,7,6135
user6135,4,4,4,4,4,0,4,0,0,0,0,4,4,4,4,4,4,4,0,4,0,4,4,4,4,0,4,4,4,4,4,4,4,0,4,0,4,0,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,0,4,0,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,6136
user6136,7,0,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,0,7,7,0,7,7,7,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,0,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,0,7,7,7,7,0,7,7,7,7,7,6137
user6137,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,0,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,0,2,2,2,6138
user6138,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,4,0,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,4,0,6139
user6139,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,10,10,0,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,10,0,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,6140
