user,JAVA,Python,C++,C#,PHP,JavaScript,Ruby,R,MATLAB,SQL,第八个嫌疑人,抖音,支付宝,微信,苹果手机,小米手机
user5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5601,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10
user5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5603,3,0,3,3,3,0,3,3,0,3,3,3,3,3,3,3
user5604,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10
user5605,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4
user5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5608,8,8,8,0,8,8,8,8,0,8,8,8,8,8,0,0
user5609,0,9,9,0,9,0,9,9,0,9,9,9,9,9,9,0
user5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5611,9,9,9,0,9,9,9,9,9,9,9,0,9,0,9,9
user5612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5613,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2
user5614,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8
user5615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5619,0,4,4,4,0,4,0,0,4,0,4,4,4,4,4,4
user5620,9,9,9,9,9,9,0,9,9,0,9,0,9,9,9,9
user5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5622,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9
user5623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5624,8,8,8,0,8,8,8,8,8,8,8,0,8,8,8,8
user5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5626,4,0,4,4,4,4,0,4,0,0,4,0,4,0,4,4
user5627,8,0,8,8,8,8,0,8,8,8,8,8,0,8,8,8
user5628,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7
user5629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5631,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10
user5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5633,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9
user5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5635,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2
user5636,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0
user5637,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1
user5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5639,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9
user5640,5,0,5,5,0,5,0,5,5,0,5,5,0,5,5,0
user5641,0,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5
user5642,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4
user5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5644,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9
user5645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5646,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2
user5647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5649,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3
user5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5652,6,6,6,6,0,6,6,0,6,6,6,0,6,6,6,6
user5653,0,8,8,8,8,0,8,0,0,8,0,0,8,8,8,8
user5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5656,5,0,5,5,5,0,5,0,0,5,5,0,0,0,5,5
user5657,10,0,0,10,10,10,0,10,10,10,10,10,10,10,0,10
user5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5661,0,4,0,0,4,4,4,4,4,4,4,0,4,4,0,4
user5662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5665,2,2,0,2,2,2,0,2,2,2,0,2,2,2,2,0
user5666,0,0,0,10,10,10,10,0,10,0,10,10,10,10,10,10
user5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5672,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6
user5673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5674,0,5,5,0,5,5,5,5,5,0,5,5,5,5,0,5
user5675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5676,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3
user5677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5678,6,6,6,6,6,6,6,6,6,6,0,0,0,6,0,6
user5679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5680,7,7,7,0,7,7,7,0,7,7,0,7,7,7,7,7
user5681,4,0,4,4,0,0,0,0,4,4,4,4,4,4,4,4
user5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5686,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4
user5687,9,0,9,9,0,9,9,9,9,9,0,0,9,9,9,9
user5688,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
user5689,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
user5690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5691,0,0,4,4,4,0,4,4,4,0,4,4,0,0,4,4
user5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5694,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8
user5695,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7
user5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5697,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3
user5698,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10
user5699,9,9,0,9,9,9,9,0,9,9,0,9,9,0,9,9
user5700,3,0,3,3,3,3,3,3,3,0,3,3,0,0,3,3
user5701,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7
user5702,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
user5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5704,0,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3
user5705,3,3,3,0,3,3,0,0,3,0,0,3,3,3,3,3
user5706,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3
user5707,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10
user5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5710,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10
user5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5712,5,0,5,5,5,5,5,5,0,0,5,5,0,5,0,5
user5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5715,4,0,4,4,4,4,4,4,4,4,0,4,4,4,0,4
user5716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5717,4,4,4,4,4,0,4,0,4,4,4,4,4,0,4,4
user5718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5721,4,4,4,4,4,4,4,0,4,0,0,4,4,4,4,4
user5722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
user5723,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
user5724,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
user5725,0,2,2,2,2,0,0,0,0,0,2,0,2,2,2,2
user5726,5,5,5,5,0,0,5,0,0,5,5,5,5,5,5,5
user5727,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0
user5728,0,0,0,7,0,0,0,0,0,7,7,7,7,7,7,7
user5729,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0
user5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5732,7,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7
user5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5736,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,0
user5737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5738,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9
user5739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5741,4,0,4,4,0,4,4,0,4,4,0,4,4,4,4,4
user5742,10,10,0,0,10,10,10,0,10,10,0,10,10,10,0,10
user5743,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2
user5744,6,6,6,0,6,6,6,6,6,0,6,6,6,0,6,0
user5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5747,7,7,7,7,7,0,0,7,7,7,7,7,0,7,7,7
user5748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5758,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2
user5759,5,0,5,0,0,0,5,0,5,5,5,5,5,5,0,5
user5760,9,0,9,9,0,0,9,9,9,0,9,9,9,9,9,9
user5761,6,0,6,6,6,6,0,6,6,6,6,6,6,0,6,6
user5762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5763,3,3,3,3,3,3,0,3,0,3,3,3,0,3,3,3
user5764,0,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7
user5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5766,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
user5767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5768,2,2,2,0,2,2,2,0,2,2,0,2,0,2,2,2
user5769,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2
user5770,9,9,9,9,9,0,9,0,9,9,9,9,0,9,0,9
user5771,0,2,2,2,0,2,2,2,2,0,0,2,2,2,2,0
user5772,3,3,0,3,0,3,3,3,3,3,3,3,0,3,3,3
user5773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5775,8,8,8,0,8,8,8,8,0,8,8,8,8,8,0,8
user5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5779,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7
user5780,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,0
user5781,10,10,10,0,10,10,10,10,0,10,10,0,0,10,10,10
user5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5784,5,5,5,0,5,0,0,5,0,5,5,5,5,5,5,5
user5785,8,8,8,8,0,8,0,8,0,8,8,8,0,8,8,8
user5786,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5
user5787,7,7,0,7,7,7,7,0,7,0,7,7,0,0,7,7
user5788,7,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7
user5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5790,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,0
user5791,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3
user5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5793,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8
user5794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5795,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4
user5796,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0
user5797,8,0,8,0,8,8,8,8,8,8,0,8,8,0,8,8
user5798,8,8,0,8,0,8,0,8,0,8,0,8,8,8,8,8
user5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5801,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
user5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5803,9,0,9,9,9,9,9,9,9,0,0,9,9,9,9,9
user5804,7,7,0,7,0,7,7,0,7,7,7,7,0,7,7,7
user5805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5809,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3
user5810,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
user5811,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,0
user5812,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8
user5813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5814,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5
user5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5817,0,8,8,8,0,8,8,8,8,8,8,8,8,8,0,0
user5818,2,0,2,0,2,0,2,2,2,0,2,2,2,0,0,2
user5819,0,6,0,6,6,0,6,0,6,6,6,0,0,6,6,6
user5820,8,8,8,0,8,0,8,8,8,8,8,8,8,0,8,8
user5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5822,0,0,8,8,8,8,8,0,0,8,8,8,8,8,8,8
user5823,8,8,0,8,8,8,0,8,8,8,0,8,8,8,0,0
user5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5825,0,8,8,8,0,8,8,8,8,8,8,0,8,8,8,0
user5826,0,6,6,0,6,6,0,6,0,6,6,6,6,0,6,0
user5827,0,0,10,10,10,10,10,0,10,0,10,10,10,10,10,10
user5828,4,4,4,0,4,4,4,4,4,0,4,4,0,0,4,4
user5829,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5
user5830,10,10,0,0,0,10,0,10,10,10,10,10,0,10,10,10
user5831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5832,8,8,8,8,8,8,8,8,0,8,0,8,8,0,8,8
user5833,6,6,6,6,0,0,6,6,6,0,6,6,0,6,6,6
user5834,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3
user5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5837,3,3,3,0,0,3,3,0,0,3,3,3,3,3,3,3
user5838,3,0,3,3,3,0,3,0,3,0,3,0,3,3,3,3
user5839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5842,9,9,9,9,9,0,9,9,0,9,9,9,9,0,9,9
user5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
user5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5846,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9
user5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5849,6,0,6,6,0,6,0,6,6,6,6,6,6,0,6,6
user5850,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,0
user5851,6,0,0,0,6,6,6,6,6,6,6,6,6,6,0,6
user5852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5853,2,0,2,2,0,2,2,0,0,2,2,2,0,0,2,0
user5854,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3
user5855,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9
user5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5858,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10
user5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5860,0,6,6,0,6,0,6,6,6,6,6,0,6,6,6,6
user5861,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7
user5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5863,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3
user5864,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5
user5865,6,6,6,0,6,6,6,0,6,6,6,6,6,6,0,6
user5866,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
user5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5869,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
user5870,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
user5871,9,9,9,9,9,9,9,9,9,0,9,9,9,0,0,9
user5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5873,0,5,5,5,5,0,0,5,5,5,0,0,5,5,5,5
user5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5876,0,3,3,3,3,0,3,3,3,3,0,0,3,0,3,3
user5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5882,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3
user5883,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5
user5884,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
user5885,0,9,9,9,9,9,9,0,0,0,9,9,9,9,9,9
user5886,6,6,6,6,6,6,0,0,6,0,6,6,0,0,6,6
user5887,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,5
user5888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5889,10,10,0,10,10,10,10,10,0,10,10,0,10,10,10,10
user5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5893,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5
user5894,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
user5895,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
user5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5899,2,2,2,0,0,2,0,2,2,2,0,2,2,2,2,2
user5900,6,6,0,6,6,0,6,6,6,0,6,6,0,6,6,6
user5901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5902,9,0,9,9,9,9,0,9,9,0,9,9,0,9,9,0
user5903,7,7,0,7,7,7,7,7,7,7,0,7,7,0,7,0
user5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5905,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7
user5906,0,3,3,3,3,0,0,3,0,3,3,3,3,0,3,3
user5907,0,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7
user5908,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10
user5909,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10
user5910,0,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4
user5911,10,10,10,0,10,10,10,10,10,10,10,10,0,10,0,0
user5912,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7
user5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5918,2,0,2,2,2,2,2,0,2,2,0,2,0,0,2,2
user5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5920,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
user5921,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0
user5922,7,7,0,7,7,0,7,7,0,7,7,7,7,7,0,7
user5923,4,4,4,4,4,0,4,0,4,0,0,4,4,0,4,4
user5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5925,6,6,6,0,0,0,6,6,0,0,6,6,6,6,6,6
user5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5929,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5
user5930,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5
user5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5932,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6
user5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5934,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
user5935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5939,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5
user5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5943,8,0,8,8,8,0,8,0,8,0,8,8,8,8,8,8
user5944,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10
user5945,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,0
user5946,4,0,4,0,4,4,4,4,4,4,4,4,0,0,0,4
user5947,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
user5948,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1
user5949,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9
user5950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
user5951,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0
user5952,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
user5953,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8
user5954,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6
user5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5958,0,10,0,10,10,10,10,10,0,0,10,10,0,10,10,10
user5959,0,9,9,9,9,9,9,0,9,9,9,0,9,9,9,9
user5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5963,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0
user5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5967,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,0
user5968,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0
user5969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5970,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
user5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5972,0,3,3,0,3,3,3,0,3,3,3,0,0,3,3,0
user5973,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
user5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5975,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
user5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5978,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4
user5979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user5980,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4
user5981,3,0,3,0,0,3,3,0,0,3,3,3,0,3,3,3
user5982,6,0,6,0,6,6,6,0,6,0,6,0,6,6,6,6
user5983,5,5,5,0,5,5,5,5,5,5,0,5,5,0,5,0
user5984,0,2,2,2,2,2,2,0,2,0,2,2,0,2,2,2
user5985,0,0,6,6,6,0,6,0,0,6,6,6,6,0,6,0
